gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Recency,Frequency,Monetary,Segment,churn_prob,Risk,Value,Action
Male,0,Yes,Yes,53,1,1,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,105.25,5576.3,0,53,6,5576.3,1,0.3633412155715218,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,No,No,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.2,1046.1,1,12,4,1046.1,3,0.33041642798063947,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,63,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.55,1245.6,0,63,1,1245.6,0,0.07659312109726693,Low Risk,Low Value,General engagement
Female,0,No,No,15,1,0,DSL,1,1,1,1,1,1,Month-to-month,No,Mailed check,84.45,1287.85,0,15,7,1287.85,3,0.23034459236881957,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,36,1,0,DSL,1,1,0,0,0,0,One year,No,Mailed check,53.65,1939.35,0,36,3,1939.35,0,0.18962553651045155,Low Risk,Low Value,General engagement
Male,1,Yes,No,4,0,0,DSL,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,29.9,118.25,0,4,1,118.25,2,0.17632537597282713,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,24,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.7,452.55,0,24,1,452.55,2,0.07659312109726693,Low Risk,Low Value,General engagement
Female,0,No,No,61,0,0,DSL,1,1,1,1,0,0,One year,No,Credit card (automatic),43.7,2696.55,0,61,4,2696.55,0,0.2589427087426246,Medium Risk,Medium Value,General engagement
Male,0,No,No,16,1,1,DSL,0,1,0,0,0,0,Month-to-month,No,Electronic check,55.3,875.35,0,16,3,875.35,2,0.18052328343195445,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,65,1,0,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),19.85,1267.05,0,65,1,1267.05,0,0.07287613522488494,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,26,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.65,494.9,0,26,1,494.9,2,0.07287613522488494,Low Risk,Low Value,General engagement
Male,0,No,No,16,1,0,DSL,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,49.45,799.0,0,16,2,799.0,2,0.19792339077304122,Low Risk,Low Value,General engagement
Female,0,Yes,No,54,1,1,Fiber optic,1,1,0,0,1,1,One year,No,Bank transfer (automatic),106.55,5763.3,1,54,6,5763.3,1,0.4520392682204546,High Risk,High Value,Priority: Give discounts + personal offers
Male,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.1,20.1,1,1,1,20.1,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Male,0,No,Yes,5,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.45,106.9,0,5,1,106.9,2,0.07848406782660128,Low Risk,Low Value,General engagement
Female,0,No,No,19,0,0,DSL,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,39.7,710.05,0,19,2,710.05,2,0.20585966351628926,Medium Risk,Low Value,General engagement
Male,0,No,No,10,1,1,DSL,1,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),54.5,568.2,0,10,3,568.2,2,0.16534783027099637,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,23,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,No,Electronic check,83.8,1900.25,1,23,4,1900.25,3,0.29309377988506347,Medium Risk,Low Value,General engagement
Male,0,No,No,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,No,Mailed check,55.15,159.15,1,3,2,159.15,2,0.16901153942832753,Low Risk,Low Value,General engagement
Female,0,No,No,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),111.6,8012.75,0,72,7,8012.75,1,0.14060238498799563,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,1,Yes,No,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,86.65,856.65,1,10,3,856.65,2,0.2883514072431822,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,10,1,0,DSL,0,1,1,0,0,0,Month-to-month,Yes,Mailed check,55.55,551.3,0,10,3,551.3,2,0.1690336117288506,Low Risk,Low Value,General engagement
Male,0,Yes,No,11,1,0,No,0,0,0,0,0,0,One year,Yes,Mailed check,20.55,184.95,0,11,1,184.95,2,0.13410312392510126,Low Risk,Low Value,General engagement
Female,1,No,No,37,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,1,37,6,4056.75,1,0.33372453958466936,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,17,1,1,DSL,1,0,0,1,0,0,One year,Yes,Mailed check,62.1,1096.65,0,17,4,1096.65,3,0.22347619014365327,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,36,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,0,36,6,3684.95,3,0.31150725768364285,Medium Risk,Medium Value,General engagement
Male,1,No,No,17,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,101.8,1752.45,0,17,5,1752.45,3,0.3337242526284186,Medium Risk,Low Value,General engagement
Female,1,Yes,Yes,66,1,1,Fiber optic,1,1,0,1,1,1,One year,Yes,Credit card (automatic),110.6,7210.85,0,66,7,7210.85,1,0.40943442805811386,High Risk,High Value,Priority: Give discounts + personal offers
Male,0,Yes,Yes,61,1,0,DSL,1,1,1,1,1,1,One year,No,Bank transfer (automatic),84.9,5264.5,0,61,7,5264.5,1,0.27694967266263576,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,22,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Mailed check,93.2,2157.3,0,22,4,2157.3,3,0.30109424876264596,Medium Risk,Medium Value,General engagement
Male,0,No,No,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,24.4,24.4,0,1,0,24.4,2,0.22645070634823136,Medium Risk,Low Value,General engagement
Female,0,No,No,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),70.55,433.95,0,6,1,433.95,2,0.24528347501228687,Medium Risk,Low Value,General engagement
Male,0,No,No,31,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,78.45,2435.15,1,31,3,2435.15,3,0.34185627251606193,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,68,1,0,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),85.0,5607.75,0,68,7,5607.75,1,0.048603551884180245,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,34,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,No,Electronic check,87.45,2874.15,1,34,4,2874.15,3,0.30254380846663137,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,52,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,0,52,4,4433.3,1,0.25988895313460775,Medium Risk,Medium Value,General engagement
Female,0,No,Yes,10,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,Yes,Electronic check,91.1,964.35,0,10,4,964.35,3,0.32118312397536614,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,29,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.75,1974.8,1,29,1,1974.8,0,0.24598104364865375,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,72,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),20.1,1460.85,0,72,1,1460.85,0,0.07588178727856096,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,47,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.05,951.55,0,47,1,951.55,0,0.10254095742624296,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,24,1,1,DSL,1,0,0,0,1,1,One year,No,Mailed check,74.8,1821.2,0,24,5,1821.2,3,0.22707046212043724,Medium Risk,Low Value,General engagement
Male,0,No,No,65,1,1,No,0,0,0,0,0,0,One year,No,Credit card (automatic),24.8,1600.95,0,65,2,1600.95,0,0.18841605473126602,Low Risk,Low Value,General engagement
Female,0,No,No,4,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,Yes,Mailed check,100.85,399.25,0,4,5,399.25,3,0.3690015062615084,Medium Risk,Low Value,General engagement
Male,1,Yes,No,12,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.35,1218.55,1,12,5,1218.55,3,0.331011448928169,Medium Risk,Low Value,General engagement
Male,0,No,No,1,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,81.7,81.7,1,1,3,81.7,2,0.3383215215740002,Medium Risk,Low Value,General engagement
Male,0,No,No,33,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,68.25,2171.15,1,33,1,2171.15,0,0.28049612666545376,Medium Risk,Medium Value,General engagement
Female,0,No,No,34,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,105.1,3634.8,0,34,6,3634.8,3,0.3581971060030964,Medium Risk,Medium Value,General engagement
Female,0,Yes,No,14,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.4,292.4,0,14,1,292.4,2,0.06250572188314207,Low Risk,Low Value,General engagement
Female,0,No,No,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,79.15,317.25,1,4,2,317.25,2,0.3050370631767371,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,13,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.0,218.55,0,13,1,218.55,2,0.1099816367450572,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,65,1,1,DSL,0,1,0,1,1,1,Two year,Yes,Bank transfer (automatic),79.4,5071.9,0,65,6,5071.9,1,0.06058147287095039,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,Yes,Yes,23,1,0,DSL,1,0,0,1,0,0,One year,No,Credit card (automatic),57.2,1423.35,0,23,3,1423.35,3,0.2248498053732175,Medium Risk,Low Value,General engagement
Male,0,Yes,No,55,1,0,DSL,1,1,1,0,0,0,Two year,No,Electronic check,58.6,3068.6,0,55,4,3068.6,0,0.05767376681745134,Low Risk,Medium Value,General engagement
Male,0,Yes,No,49,1,0,Fiber optic,0,1,0,0,1,1,Two year,Yes,Electronic check,94.8,4690.65,0,49,4,4690.65,1,0.08956032826388276,Low Risk,Medium Value,General engagement
Male,0,Yes,No,60,1,1,Fiber optic,0,1,1,0,1,1,One year,No,Bank transfer (automatic),102.5,6157.6,0,60,6,6157.6,1,0.41812167726682475,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,Yes,Yes,69,1,0,No,0,0,0,0,0,0,One year,Yes,Credit card (automatic),20.35,1442.65,0,69,1,1442.65,0,0.12051958067681012,Low Risk,Low Value,General engagement
Male,0,No,No,40,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,84.9,3369.05,0,40,3,3369.05,0,0.3345639450138004,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,67,1,0,DSL,1,1,0,1,0,1,Two year,Yes,Credit card (automatic),69.2,4671.65,0,67,5,4671.65,1,0.051279167658144054,Low Risk,Medium Value,General engagement
Male,1,No,No,35,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,95.45,3474.05,1,35,4,3474.05,3,0.3268062176768031,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,19,1,1,Fiber optic,0,0,0,1,1,1,One year,Yes,Electronic check,100.95,1875.55,1,19,5,1875.55,3,0.34096466573244216,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,13,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.85,272.35,0,13,1,272.35,2,0.07659312109726693,Low Risk,Low Value,General engagement
Female,0,No,Yes,41,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,0,41,4,3645.05,3,0.3295451499047685,Medium Risk,Medium Value,General engagement
Female,0,No,No,4,0,0,DSL,1,0,1,0,0,0,Month-to-month,No,Mailed check,35.0,135.75,0,4,2,135.75,2,0.1655786312229515,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,No,Electronic check,55.15,1319.85,0,24,3,1319.85,3,0.13085445357563916,Low Risk,Low Value,General engagement
Female,0,No,No,5,0,0,DSL,0,1,0,0,1,1,Month-to-month,Yes,Credit card (automatic),50.95,229.4,0,5,3,229.4,2,0.1822263583560467,Low Risk,Low Value,General engagement
Female,0,No,No,5,1,1,DSL,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,64.0,370.25,0,5,4,370.25,3,0.2050707575377893,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,69.1,69.1,1,1,1,69.1,2,0.31184846844756064,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,72,1,1,DSL,1,1,1,1,1,0,Two year,No,Bank transfer (automatic),80.2,5714.2,0,72,7,5714.2,1,0.04608116289984756,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,24,1,0,DSL,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,0,24,2,1233.25,2,0.16465379609637126,Low Risk,Low Value,General engagement
Female,0,Yes,No,42,1,1,DSL,1,0,1,1,1,1,Two year,No,Credit card (automatic),84.35,3571.6,0,42,7,3571.6,1,0.06717205546124175,Low Risk,Medium Value,General engagement
Female,0,No,No,4,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.05,83.3,0,4,1,83.3,2,0.15651800483781264,Low Risk,Low Value,General engagement
Male,0,No,No,68,1,1,Fiber optic,1,1,1,1,1,1,One year,Yes,Credit card (automatic),117.2,8035.95,0,68,8,8035.95,1,0.5009714053473582,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,Yes,Yes,33,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.1,579.4,0,33,1,579.4,2,0.1099816367450572,Low Risk,Low Value,General engagement
Female,1,No,No,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.6,69.6,1,1,1,69.6,2,0.3519654755458154,Medium Risk,Low Value,General engagement
Male,0,No,No,31,1,1,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,103.45,3066.45,1,31,6,3066.45,3,0.42245367685251295,High Risk,Medium Value,General engagement
Female,0,No,No,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,No,Bank transfer (automatic),77.95,305.55,1,4,3,305.55,2,0.30762233316860144,Medium Risk,Low Value,General engagement
Male,1,Yes,No,69,1,1,Fiber optic,0,1,1,1,1,1,Two year,Yes,Electronic check,109.95,7634.25,0,69,7,7634.25,1,0.0948082461491493,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,1,No,No,38,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Electronic check,94.75,3653.0,0,38,4,3653.0,3,0.3268062176768031,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,3,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,80.0,241.3,0,3,3,241.3,2,0.28068011023840106,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,48,1,1,DSL,0,1,0,1,1,1,Two year,No,Electronic check,79.65,3870.3,0,48,6,3870.3,1,0.07625269480478898,Low Risk,Medium Value,General engagement
Female,0,Yes,No,15,1,1,No,0,0,0,0,0,0,Two year,No,Mailed check,25.2,387.9,0,15,2,387.9,2,0.052143362968808796,Low Risk,Low Value,General engagement
Female,0,No,No,25,1,0,No,0,0,0,0,0,0,One year,No,Credit card (automatic),19.9,527.5,0,25,1,527.5,2,0.18068572411879522,Low Risk,Low Value,General engagement
Female,1,No,No,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,No,Electronic check,78.45,78.45,1,1,2,78.45,2,0.37379194830739193,Medium Risk,Low Value,General engagement
Female,0,No,No,48,0,0,DSL,1,1,0,0,1,0,Month-to-month,Yes,Electronic check,44.8,2104.55,0,48,3,2104.55,0,0.1789803694239156,Low Risk,Medium Value,General engagement
Male,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.3,20.3,0,1,1,20.3,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Male,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,19.2,19.2,0,1,1,19.2,2,0.22276579997898704,Medium Risk,Low Value,General engagement
Female,0,No,No,37,1,0,Fiber optic,0,1,1,0,0,0,One year,No,Electronic check,80.05,3019.1,0,37,3,3019.1,0,0.3608300976426843,Medium Risk,Medium Value,General engagement
Male,1,Yes,No,66,1,1,Fiber optic,0,1,1,1,1,1,One year,Yes,Bank transfer (automatic),107.35,7051.95,0,66,7,7051.95,1,0.465545645957674,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,Yes,No,26,0,0,DSL,1,1,1,0,1,0,One year,No,Bank transfer (automatic),47.85,1190.5,0,26,4,1190.5,3,0.21706958772183735,Medium Risk,Low Value,General engagement
Male,0,Yes,No,63,1,0,DSL,1,1,0,1,1,0,One year,No,Credit card (automatic),70.8,4448.8,0,63,5,4448.8,1,0.25307679979582487,Medium Risk,Medium Value,General engagement
Male,0,No,No,10,0,0,DSL,0,0,1,0,0,0,Month-to-month,No,Mailed check,29.5,255.25,1,10,1,255.25,2,0.16682493763834372,Low Risk,Low Value,General engagement
Female,0,No,No,2,1,0,DSL,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,70.75,146.9,1,2,4,146.9,3,0.1600591043559648,Low Risk,Low Value,General engagement
Male,1,Yes,No,18,1,0,DSL,1,0,0,0,0,1,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,0,18,3,1011.05,3,0.20541590604347984,Medium Risk,Low Value,General engagement
Female,0,Yes,No,64,1,1,No,0,0,0,0,0,0,Two year,No,Mailed check,25.55,1714.95,0,64,2,1714.95,0,0.05714336296880879,Low Risk,Low Value,General engagement
Female,1,No,No,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,84.45,762.5,1,9,3,762.5,2,0.3114709282433709,Medium Risk,Low Value,General engagement
Female,0,No,Yes,28,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.25,535.35,0,28,1,535.35,2,0.13248719636772038,Low Risk,Low Value,General engagement
Female,0,No,No,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Electronic check,75.55,75.55,0,1,2,75.55,2,0.3652674381822271,Medium Risk,Low Value,General engagement
Male,0,No,No,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,85.65,338.9,1,4,3,338.9,2,0.3087279855837723,Medium Risk,Low Value,General engagement
Male,1,No,No,38,1,0,DSL,0,1,1,1,1,0,One year,Yes,Credit card (automatic),70.15,2497.35,1,38,5,2497.35,3,0.24516574558672413,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,66,1,1,Fiber optic,0,1,1,0,0,1,One year,No,Electronic check,95.3,6273.4,0,66,5,6273.4,1,0.4057080622562355,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,No,No,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.25,70.25,0,1,1,70.25,2,0.3619793585125722,Medium Risk,Low Value,General engagement
Female,0,Yes,No,18,1,0,DSL,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,50.3,908.75,0,18,2,908.75,2,0.18371938256676967,Low Risk,Low Value,General engagement
Male,1,No,No,51,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,97.8,4913.3,1,51,5,4913.3,1,0.34367848371028065,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,0,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.85,2283.3004408418656,0,0,1,2283.3004408418656,2,0.19816323237642508,Low Risk,Medium Value,General engagement
Male,0,No,No,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,46.3,46.3,1,1,1,46.3,2,0.21556564302622042,Medium Risk,Low Value,General engagement
Male,0,No,Yes,12,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.35,212.3,0,12,1,212.3,2,0.08277273400789532,Low Risk,Low Value,General engagement
Female,0,No,No,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,106.3,4443.45,1,41,6,4443.45,1,0.35914753791936804,Medium Risk,Medium Value,General engagement
Male,0,No,No,12,1,1,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.0,316.2,0,12,2,316.2,2,0.18877032858043458,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,55,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.3,1079.05,0,55,1,1079.05,0,0.07659312109726693,Low Risk,Low Value,General engagement
Female,0,No,No,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,75.35,564.65,0,7,2,564.65,2,0.3115144060964449,Medium Risk,Low Value,General engagement
Female,0,No,No,12,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,Yes,Electronic check,89.4,1095.65,1,12,4,1095.65,3,0.3408301180615643,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,68,1,1,DSL,1,1,1,1,1,1,Two year,No,Credit card (automatic),88.0,6161.9,0,68,8,6161.9,1,0.05228839805758476,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,1,No,No,5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,5,3,446.05,2,0.30825232903924116,Medium Risk,Low Value,General engagement
Female,1,No,No,49,1,0,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,43.8,2106.05,0,49,1,2106.05,0,0.18664347814441876,Low Risk,Medium Value,General engagement
Male,0,No,No,40,0,0,DSL,1,1,1,0,1,1,One year,No,Credit card (automatic),62.05,2511.55,0,40,5,2511.55,3,0.282945709083629,Medium Risk,Medium Value,General engagement
Female,0,No,No,16,1,0,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.1,318.6,0,16,1,318.6,2,0.1800848735393142,Low Risk,Low Value,General engagement
Male,0,No,No,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,74.15,811.8,1,10,2,811.8,2,0.30257113745946423,Medium Risk,Low Value,General engagement
Female,0,Yes,No,72,1,1,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,101.35,7323.15,0,72,6,7323.15,1,0.42111188436226316,High Risk,High Value,Priority: Give discounts + personal offers
Female,1,No,No,2,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,84.05,186.05,0,2,3,186.05,2,0.3114709282433709,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,23,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.9,454.0,0,23,1,454.0,2,0.07659312109726693,Low Risk,Low Value,General engagement
Female,1,No,No,71,1,1,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,105.9,7521.95,0,71,6,7521.95,1,0.41325076613135264,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,Yes,No,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,99.5,1056.95,1,11,5,1056.95,3,0.3148649190344354,Medium Risk,Low Value,General engagement
Male,0,No,No,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,44.15,44.15,1,1,1,44.15,2,0.21556564302622042,Medium Risk,Low Value,General engagement
Female,0,No,No,16,1,0,DSL,0,1,0,1,0,0,Month-to-month,Yes,Mailed check,53.9,834.15,1,16,3,834.15,2,0.19809491981779348,Low Risk,Low Value,General engagement
Female,0,No,No,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Mailed check,85.45,85.45,1,1,3,85.45,2,0.36191183438995134,Medium Risk,Low Value,General engagement
Male,0,Yes,No,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,12,3,999.8,2,0.30908091719487835,Medium Risk,Low Value,General engagement
Female,0,No,No,54,0,0,DSL,1,0,0,1,0,1,One year,No,Bank transfer (automatic),44.1,2369.7,0,54,3,2369.7,0,0.32859373594093005,Medium Risk,Medium Value,General engagement
Female,0,Yes,No,68,1,1,Fiber optic,0,1,1,1,0,0,Two year,No,Credit card (automatic),90.2,6297.65,0,68,5,6297.65,1,0.12430756180383204,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,50.85,239.55,1,4,2,239.55,2,0.1678472092512308,Low Risk,Low Value,General engagement
Female,0,No,Yes,1,1,0,DSL,0,0,1,0,0,1,Month-to-month,No,Electronic check,59.2,59.2,1,1,3,59.2,2,0.19219604796447615,Low Risk,Low Value,General engagement
Male,0,No,No,27,1,0,DSL,1,0,0,1,0,0,Month-to-month,No,Mailed check,53.45,1461.45,0,27,3,1461.45,3,0.20369235883587378,Medium Risk,Low Value,General engagement
Male,0,No,No,21,1,0,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.95,416.4,0,21,1,416.4,2,0.15651800483781264,Low Risk,Low Value,General engagement
Male,0,No,No,13,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,Yes,Electronic check,83.2,1060.6,1,13,3,1060.6,2,0.32895759069020214,Medium Risk,Low Value,General engagement
Female,1,No,No,64,1,1,DSL,0,1,1,1,0,1,Month-to-month,No,Credit card (automatic),74.65,4869.35,0,64,6,4869.35,1,0.22571151268938017,Medium Risk,Medium Value,General engagement
Female,0,No,No,1,1,0,DSL,1,1,0,0,0,0,Month-to-month,Yes,Electronic check,54.9,54.9,1,1,3,54.9,2,0.20862324932478582,Medium Risk,Low Value,General engagement
Male,0,Yes,No,57,0,0,DSL,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),57.5,3265.95,0,57,5,3265.95,1,0.06007589063351987,Low Risk,Medium Value,General engagement
Female,0,Yes,No,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,Yes,Electronic check,103.9,2254.2,1,21,6,2254.2,3,0.2471424937128025,Medium Risk,Medium Value,General engagement
Male,0,No,No,19,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.65,358.15,0,19,1,358.15,2,0.06439666861247643,Low Risk,Low Value,General engagement
Male,0,Yes,No,31,1,0,Fiber optic,0,0,1,0,1,1,One year,Yes,Electronic check,93.8,2939.8,0,31,4,2939.8,3,0.37885132498294155,Medium Risk,Medium Value,General engagement
Male,0,No,No,52,1,1,DSL,1,1,1,1,1,1,Two year,Yes,Mailed check,89.25,4652.4,0,52,8,4652.4,1,0.057245772121345365,Low Risk,Medium Value,General engagement
Female,0,No,No,46,1,1,Fiber optic,0,1,1,0,0,1,One year,Yes,Electronic check,94.15,4408.45,0,46,5,4408.45,1,0.41204985474648537,High Risk,Medium Value,General engagement
Female,1,No,No,11,1,1,DSL,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,55.6,580.8,0,11,3,580.8,2,0.17269923683631588,Low Risk,Low Value,General engagement
